Gene Symbol /Region Name,HGNC/Dosage ID,GRCh37,GRCh38,HI Score,TS Score,LastEvaluated Date
GP6,HGNC:14388,19:55525073-55549632,19:55013705-55038264,AutosomalRecessive,NoEvidence,8/22/2016
GPC6,HGNC:4454,13:93879060-95060274,13:93216529-94408020,AutosomalRecessive,NoEvidence,11/17/2011
GPD1,HGNC:4455,12:50497791-50505096,12:50104008-50111313,AutosomalRecessive,NoEvidence,8/22/2016
GPIHBP1,HGNC:24945,8:144295093-144299044,8:143213218-143217170,AutosomalRecessive,,8/22/2016
GPR179,HGNC:31371,17:36480454-36499839,17:38324571-38343956,AutosomalRecessive,NoEvidence,8/22/2016
GPSM2,HGNC:29501,1:109419607-109477167,1:108876985-108934545,AutosomalRecessive,NoEvidence,8/22/2016
GPX4,HGNC:4556,19:1103993-1106778,19:1103994-1106779,AutosomalRecessive,NoEvidence,8/22/2016
GRHPR,HGNC:4570,9:37422693-37436987,9:37422435-37439494,AutosomalRecessive,NoEvidence,8/22/2016
GRIK2,HGNC:4580,6:101841584-102517958,6:101393708-102070083,AutosomalRecessive,NoEvidence,9/5/2012
GRIP1,HGNC:18708,12:66741211-67463118,12:66347431-67069338,AutosomalRecessive,NoEvidence,7/10/2012
GRM1,HGNC:4593,6:146348843-146758737,6:146027707-146437601,AutosomalRecessive,,8/22/2016
GRM6,HGNC:4598,5:178405328-178422321,5:178978327-178995320,AutosomalRecessive,NoEvidence,8/22/2016
GRXCR1,HGNC:31673,4:42894730-43032675,4:42892713-43030658,AutosomalRecessive,NoEvidence,3/6/2018
GTF2H5,HGNC:21157,6:158589382-158620376,6:158168350-158199344,AutosomalRecessive,NoEvidence,8/22/2016
GUSB,HGNC:4696,7:65425671-65447200,7:65960684-65982213,AutosomalRecessive,NoEvidence,10/12/2015
GYS2,HGNC:4707,12:21689041-21757781,12:21532577-21604847,AutosomalRecessive,NoEvidence,8/22/2016
H6PD,HGNC:4795,1:9294833-9331396,1:9234774-9271337,AutosomalRecessive,NoEvidence,8/22/2016
HBA1,HGNC:4823,16:226679-227521,16:176680-177522,AutosomalRecessive,NoEvidence,4/19/2012
HBA2,HGNC:4824,16:222875-223709,16:172876-173710,AutosomalRecessive,NoEvidence,7/6/2012
HEXB,HGNC:4879,5:73935848-74017113,5:74640023-74721288,AutosomalRecessive,,8/22/2016
HFM1,HGNC:20193,1:91726323-91870394,1:91260766-91408007,AutosomalRecessive,NoEvidence,8/22/2016
HGF,HGNC:4893,7:81328326-81399363,7:81699010-81770047,AutosomalRecessive,,8/22/2016
HGSNAT,HGNC:26527,8:42995607-43057998,8:43140464-43202855,AutosomalRecessive,,8/22/2016
HJV,HGNC:4887,1:145413278-145417543,1:146017470-146021735,AutosomalRecessive,,8/22/2016
HLCS,HGNC:4976,21:38120926-38362511,21:36748625-36990211,AutosomalRecessive,NoEvidence,8/22/2016
HPGD,HGNC:5154,4:175411326-175444044,4:174490175-174522893,AutosomalRecessive,NoEvidence,8/22/2016
HPS1,HGNC:5163,10:100175955-100206692,10:98413948-98446935,AutosomalRecessive,,8/22/2016
HPS3,HGNC:15597,3:148847425-148891519,3:149129638-149173732,AutosomalRecessive,,8/22/2016
HPSE2,HGNC:18374,10:100216834-100995632,10:98457077-99315951,AutosomalRecessive,NoEvidence,3/12/2015
HSD17B3,HGNC:5212,9:98997588-99064458,9:96235306-96302176,AutosomalRecessive,,8/22/2016
HSD17B4,HGNC:5213,5:118788192-118878027,5:119452497-119542332,AutosomalRecessive,NoEvidence,3/6/2018
HSD3B7,HGNC:18324,16:30996528-31000468,16:30985207-30989147,AutosomalRecessive,NoEvidence,8/22/2016
HSPG2,HGNC:5273,1:22148737-22263803,1:21822244-21937310,AutosomalRecessive,NoEvidence,6/2/2016
HYLS1,HGNC:26558,11:125753509-125770541,11:125883614-125900646,AutosomalRecessive,,8/22/2016
IDUA,HGNC:5391,4:980785-998352,4:986997-1008351,AutosomalRecessive,,8/22/2016
IFT140,HGNC:29077,16:1560428-1662073,16:1510427-1612072,AutosomalRecessive,,8/22/2016
IFT27,HGNC:18626,22:37154255-37172163,22:36758211-36776119,AutosomalRecessive,NoEvidence,8/22/2016
IFT43,HGNC:29669,14:76452106-76550416,14:75985763-76084073,AutosomalRecessive,,8/22/2016
IGHMBP2,HGNC:5542,11:68671359-68708069,11:68903891-68940601,AutosomalRecessive,NoEvidence,8/22/2016
IGLL1,HGNC:5870,22:23915312-23922477,22:23573125-23580290,AutosomalRecessive,NoEvidence,8/22/2016
IL10RA,HGNC:5964,11:117857109-117873752,11:117986394-118003037,AutosomalRecessive,NoEvidence,8/22/2016
IL17RA,HGNC:5985,22:17565890-17596583,22:17085000-17115693,AutosomalRecessive,,8/22/2016
IL21R,HGNC:6006,16:27413495-27463363,16:27402174-27452042,AutosomalRecessive,NoEvidence,8/22/2016
IL2RA,HGNC:6008,10:6052652-6104330,10:6010689-6062367,AutosomalRecessive,,8/22/2016
INPP5E,HGNC:21474,9:139323071-139334297,9:136428619-136439845,AutosomalRecessive,NoEvidence,8/22/2016
IRAK4,HGNC:17967,12:44152754-44183344,12:43758951-43789541,AutosomalRecessive,NoEvidence,8/22/2016
ITCH,HGNC:13890,20:32951079-33099578,20:34363273-34511773,AutosomalRecessive,,8/22/2016
ITGA3,HGNC:6139,17:48133474-48167845,17:50056110-50090481,AutosomalRecessive,NoEvidence,8/22/2016
ITGB2,HGNC:6155,21:46305868-46348730,21:44885953-44928815,AutosomalRecessive,,8/22/2016
ITK,HGNC:6171,5:156607851-156682195,5:157180840-157255185,AutosomalRecessive,NoEvidence,8/22/2016
IYD,HGNC:21071,6:150690148-150727105,6:150369012-150405969,AutosomalRecessive,NoEvidence,8/22/2016
JAM3,HGNC:15532,11:133938967-134021896,11:134069072-134152001,AutosomalRecessive,NoEvidence,6/11/2015
KARS1,HGNC:6215,16:75661622-75681563,16:75627724-75647665,AutosomalRecessive,NoEvidence,8/22/2016
KCNJ1,HGNC:6255,11:128707915-128737191,11:128838020-128867296,AutosomalRecessive,NoEvidence,3/22/2012
KCNV2,HGNC:19698,9:2717510-2730037,9:2717510-2730037,AutosomalRecessive,,8/22/2016
KCTD7,HGNC:21957,7:66093868-66108216,7:66628881-66643229,AutosomalRecessive,,8/22/2016
KERA,HGNC:6309,12:91444268-91451801,12:91050491-91058024,AutosomalRecessive,,8/22/2016
KHDC3L,HGNC:33699,6:74072381-74073894,6:73362658-73364171,AutosomalRecessive,,8/22/2016
KIF1C,HGNC:6317,17:4901245-4931696,17:4997950-5028401,AutosomalRecessive,NoEvidence,8/22/2016
KIF7,HGNC:30497,15:90171208-90198698,15:89617309-89663049,AutosomalRecessive,NoEvidence,8/22/2016
KIFBP,HGNC:23419,10:70748559-70776738,10:68988803-69016982,AutosomalRecessive,,8/22/2016
KISS1,HGNC:6341,1:204159469-204165619,1:204190341-204196491,AutosomalRecessive,,8/22/2016
LAMA1,HGNC:6481,18:6941741-7117796,18:6941742-7117797,AutosomalRecessive,NoEvidence,8/22/2016
LAMA2,HGNC:6482,6:129204283-129837711,6:128883138-129516566,AutosomalRecessive,NoEvidence,11/28/2018
LAMA3,HGNC:6483,18:21269417-21535030,18:23689453-23955066,AutosomalRecessive,,8/22/2016
LAMC2,HGNC:6493,1:183155399-183214262,1:183186264-183258968,AutosomalRecessive,,8/22/2016
LARGE1,HGNC:6511,22:33668495-34318812,22:33066663-33922824,AutosomalRecessive,NoEvidence,8/22/2016
LBR,HGNC:6518,1:225589204-225616523,1:225401502-225428821,AutosomalRecessive,NoEvidence,2/23/2015
LCA5,HGNC:31923,6:80194708-80247147,6:79484991-79538782,AutosomalRecessive,,8/22/2016
LCT,HGNC:6530,2:136545420-136594754,2:135787850-135837184,AutosomalRecessive,NoEvidence,8/22/2016
LEPR,HGNC:6554,1:65886335-66107242,1:65420652-65641559,AutosomalRecessive,,8/22/2016
LFNG,HGNC:6560,7:2552163-2568811,7:2512529-2529177,AutosomalRecessive,,8/22/2016
LHX3,HGNC:6595,9:139088096-139096974,9:136196250-136205128,AutosomalRecessive,,8/22/2016
LIG4,HGNC:6601,13:108859790-108870697,13:108207442-108218349,AutosomalRecessive,NoEvidence,8/22/2016
LINS1,HGNC:30922,15:101107129-101142389,15:100566924-100602184,AutosomalRecessive,NoEvidence,8/22/2016
LIPA,HGNC:6617,10:90973329-91011532,10:89213572-89251775,AutosomalRecessive,,8/22/2016
LMAN1,HGNC:6631,18:56995055-57026497,18:59327823-59359265,AutosomalRecessive,,8/22/2016
LMBR1,HGNC:13243,7:156461706-156685877,7:156669012-156893183,AutosomalRecessive,NoEvidence,10/18/2012
LOXHD1,HGNC:26521,18:44056924-44237183,18:46476961-46657220,AutosomalRecessive,NoEvidence,8/22/2016
LPAR6,HGNC:15520,13:48985274-49018805,13:48389571-48444669,AutosomalRecessive,,8/22/2016
LPIN2,HGNC:14450,18:2916992-3013142,18:2916994-3013144,AutosomalRecessive,NoEvidence,8/22/2016
LRAT,HGNC:6685,4:155661990-155674272,4:154740838-154753120,AutosomalRecessive,,8/22/2016
LRBA,HGNC:1742,4:151185587-151936879,4:150264435-151015727,AutosomalRecessive,,8/22/2016
LRP2,HGNC:6694,2:169983619-170219044,2:169127109-169362534,AutosomalRecessive,NoEvidence,4/24/2019
LRPAP1,HGNC:6701,4:3505339-3534149,4:3503612-3532422,AutosomalRecessive,,8/22/2016
LRPPRC,HGNC:15714,2:44113363-44223128,2:43886224-43996265,AutosomalRecessive,NoEvidence,3/20/2017
LYRM7,HGNC:28072,5:130506637-130541121,5:131170944-131205428,AutosomalRecessive,NoEvidence,8/22/2016
LYST,HGNC:1968,1:235824331-236047013,1:235661031-235883713,AutosomalRecessive,NoEvidence,8/22/2016
MALT1,HGNC:6819,18:56338697-56421709,18:58671465-58754477,AutosomalRecessive,NoEvidence,8/22/2016
MAN2B1,HGNC:6826,19:12757326-12777556,19:12646512-12666742,AutosomalRecessive,NoEvidence,8/22/2016
MAPKBP1,HGNC:29536,15:42066682-42120053,15:41774484-41827855,AutosomalRecessive,NoEvidence,6/26/2025
MARVELD2,HGNC:26401,5:68710943-68740157,5:69415116-69444330,AutosomalRecessive,NoEvidence,8/22/2016
MASP2,HGNC:6902,1:11086580-11107296,1:11026523-11047239,AutosomalRecessive,,8/22/2016
MC2R,HGNC:6930,18:13882043-13915706,18:13882044-13915707,AutosomalRecessive,,8/22/2016
MCCC1,HGNC:6936,3:182733006-182817375,3:183015218-183116196,AutosomalRecessive,NoEvidence,8/22/2016
MCEE,HGNC:16732,2:71336817-71357359,2:71109687-71130229,AutosomalRecessive,NoEvidence,3/25/2015
MCFD2,HGNC:18451,2:47129009-47168994,2:46901870-46941855,AutosomalRecessive,NoEvidence,8/22/2016
MCPH1,HGNC:6954,8:6264148-6506029,8:6406627-6648508,AutosomalRecessive,,8/22/2016
METTL23,HGNC:26988,17:74722123-74729963,17:76726041-76733881,AutosomalRecessive,NoEvidence,8/22/2016
MFRP,HGNC:18121,11:119209652-119217415,11:119338942-119346705,AutosomalRecessive,NoEvidence,8/22/2016
MFSD8,HGNC:28486,4:128838887-128887118,4:127917732-127965963,AutosomalRecessive,NoEvidence,8/22/2016
MGP,HGNC:7060,12:15033798-15038788,12:14880864-14885854,AutosomalRecessive,NoEvidence,2/8/2021
MKKS,HGNC:7108,20:10381657-10414870,20:10401009-10434222,AutosomalRecessive,,8/22/2016
MKS1,HGNC:7121,17:56282797-56296966,17:58205441-58219255,AutosomalRecessive,NoEvidence,8/22/2016
MLC1,HGNC:17082,22:50497820-50524304,22:50059391-50085875,AutosomalRecessive,,8/22/2016
MLPH,HGNC:29643,2:238395053-238463965,2:237486410-237555322,AutosomalRecessive,,8/22/2016
MLYCD,HGNC:7150,16:83932720-83960636,16:83899115-83927031,AutosomalRecessive,NoEvidence,8/22/2016
MMAA,HGNC:18871,4:146540537-146581185,4:145619385-145660033,AutosomalRecessive,NoEvidence,8/22/2016
MMAB,HGNC:19331,12:109991520-110011309,12:109553715-109573504,AutosomalRecessive,NoEvidence,6/30/2017
MMACHC,HGNC:24525,1:45965972-45979054,1:45500300-45513382,AutosomalRecessive,,8/22/2016
MMADHC,HGNC:25221,2:150426151-150444289,2:149569637-149587775,AutosomalRecessive,NoEvidence,7/21/2016
MMUT,HGNC:7526,6:49398073-49430966,6:49430360-49463253,AutosomalRecessive,NoEvidence,8/25/2016
MOCS2,HGNC:7193,5:52391509-52405587,5:53095679-53109757,AutosomalRecessive,NoEvidence,8/22/2016
MPDZ,HGNC:7208,9:13105706-13279691,9:13105707-13279692,AutosomalRecessive,NoEvidence,8/22/2016
MPLKIP,HGNC:16002,7:40165626-40174221,7:40126027-40134622,AutosomalRecessive,,8/22/2016
MRE11,HGNC:7230,11:94148736-94227010,11:94415570-94512412,AutosomalRecessive,NoEvidence,12/19/2023
MSH3,HGNC:7326,5:79950471-80172634,5:80654652-80876815,AutosomalRecessive,NoEvidence,5/8/2020
MSRB3,HGNC:27375,12:65672463-65860687,12:65278683-65466907,AutosomalRecessive,NoEvidence,8/23/2021
MTFMT,HGNC:29666,15:65293850-65321977,15:65001512-65029639,AutosomalRecessive,NoEvidence,8/22/2016
MTHFR,HGNC:7436,1:11845780-11866021,1:11785723-11805964,AutosomalRecessive,,8/22/2016
MTMR2,HGNC:7450,11:95566044-95657271,11:95832880-95924107,AutosomalRecessive,,8/22/2016
MTO1,HGNC:19261,6:74171460-74218959,6:73461737-73509236,AutosomalRecessive,NoEvidence,8/22/2016
MTR,HGNC:7468,1:236958581-237067281,1:236795281-236903981,AutosomalRecessive,NoEvidence,8/22/2016
MTRR,HGNC:7473,5:7869261-7901226,5:7850859-7901113,AutosomalRecessive,NoEvidence,8/22/2016
MTTP,HGNC:7467,4:100485287-100545154,4:99564130-99623997,AutosomalRecessive,NoEvidence,8/22/2016
MUTYH,HGNC:7527,1:45794914-45806112,1:45329242-45340440,AutosomalRecessive,NoEvidence,11/11/2015
MYL2,HGNC:7583,12:111348649-111358383,12:110910845-110921449,AutosomalRecessive,NoEvidence,11/20/2015
MYO15A,HGNC:7594,17:18012070-18083114,17:18108756-18179800,AutosomalRecessive,,8/22/2016
MYO1E,HGNC:7599,15:59424633-59665070,15:59132434-59372871,AutosomalRecessive,NoEvidence,8/22/2016
MYO3A,HGNC:7601,10:26223158-26501461,10:25934229-26212532,AutosomalRecessive,NoEvidence,3/6/2018
MYO5A,HGNC:7602,15:52599480-52821247,15:52307283-52529050,AutosomalRecessive,NoEvidence,8/22/2016
MYO5B,HGNC:7603,18:47349159-47721517,18:49822789-50195147,AutosomalRecessive,NoEvidence,4/9/2015
MYSM1,HGNC:29401,1:59120415-59165734,1:58654743-58700062,AutosomalRecessive,NoEvidence,5/30/2025
NAT8L,HGNC:26742,4:2061054-2070816,4:2059327-2069089,AutosomalRecessive,NoEvidence,8/22/2016
NBAS,HGNC:15625,2:15307040-15701458,2:14778909-15561334,AutosomalRecessive,,8/22/2016
NCF1,HGNC:7660,7:74188309-74203720,7:74774011-74789315,AutosomalRecessive,NoEvidence,10/10/2012
NCF2,HGNC:7661,1:183524697-183560049,1:183555562-183601849,AutosomalRecessive,NoEvidence,8/22/2016
NCF4,HGNC:7662,22:37257048-37274057,22:36861006-36878015,AutosomalRecessive,,8/22/2016
NDE1,HGNC:17619,16:15737239-15820210,16:15643382-15726353,AutosomalRecessive,NoEvidence,4/29/2016
NDRG1,HGNC:7679,8:134249418-134309495,8:133237175-133297252,AutosomalRecessive,,8/22/2016
NDUFA10,HGNC:7684,2:240831859-240964759,2:239892442-240025342,AutosomalRecessive,NoEvidence,8/22/2016
NDUFAF1,HGNC:18828,15:41679551-41694694,15:41387353-41403026,AutosomalRecessive,NoEvidence,8/22/2016
NDUFAF2,HGNC:28086,5:60241032-60448853,5:60945205-61153026,AutosomalRecessive,NoEvidence,8/22/2016
NDUFAF5,HGNC:15899,20:13765674-13802226,20:13785028-13821580,AutosomalRecessive,NoEvidence,8/22/2016
NDUFB3,HGNC:7698,2:201936724-201950473,2:201072001-201085750,AutosomalRecessive,,8/22/2016
NDUFS4,HGNC:7711,5:52856469-52979168,5:53560639-53683338,AutosomalRecessive,,8/22/2016
NDUFS6,HGNC:7713,5:1801521-1816162,5:1801407-1816048,AutosomalRecessive,NoEvidence,8/22/2016
NDUFS7,HGNC:7714,19:1383906-1395583,19:1383907-1395584,AutosomalRecessive,NoEvidence,8/22/2016
NDUFS8,HGNC:7715,11:67798148-67804111,11:68030681-68036644,AutosomalRecessive,NoEvidence,8/22/2016
NDUFV1,HGNC:7716,11:67374407-67380025,11:67606936-67612554,AutosomalRecessive,NoEvidence,3/22/2012
NDUFV2,HGNC:7717,18:9102697-9134339,18:9102699-9134341,AutosomalRecessive,NoEvidence,8/22/2016
NEK1,HGNC:7744,4:170313960-170533734,4:169392809-169612583,AutosomalRecessive,NoEvidence,8/1/2013
NGLY1,HGNC:17646,3:25760435-25831530,3:25718944-25790039,AutosomalRecessive,NoEvidence,2/18/2015
NHP2,HGNC:14377,5:177576464-177580886,5:178149463-178153885,AutosomalRecessive,NoEvidence,3/4/2015
NKX3-2,HGNC:951,4:13542454-13546132,4:13540830-13547744,AutosomalRecessive,,8/22/2016
NPC1,HGNC:7897,18:21111406-21166470,18:23506184-23586506,AutosomalRecessive,,8/22/2016
NPHP1,HGNC:7905,2:110880925-110962590,2:110123348-110205013,AutosomalRecessive,NoEvidence,10/10/2012
NPHP4,HGNC:19104,1:5922871-6052485,1:5862811-5992425,AutosomalRecessive,,8/22/2016
NPHS1,HGNC:7908,19:36316274-36343406,19:35825372-35852504,AutosomalRecessive,NoEvidence,8/22/2016
NTHL1,HGNC:8028,16:2089821-2097835,16:2039820-2047834,AutosomalRecessive,NoEvidence,7/6/2020
OAT,HGNC:8091,10:126085872-126107492,10:124397303-124418923,AutosomalRecessive,,8/22/2016
OBSL1,HGNC:29092,2:220415450-220436261,2:219547206-219571539,AutosomalRecessive,NoEvidence,8/22/2016
OCA2,HGNC:8101,15:28000021-28344461,15:27719008-28099315,AutosomalRecessive,NoEvidence,4/28/2012
OCLN,HGNC:8104,5:68788374-68853931,5:69492547-69558104,AutosomalRecessive,,8/22/2016
ORC4,HGNC:8490,2:148687965-148779120,2:147930396-148021551,AutosomalRecessive,NoEvidence,11/6/2015
ORC6,HGNC:17151,16:46723571-46732306,16:46689659-46698394,AutosomalRecessive,,8/22/2016
OSTM1,HGNC:21652,6:108362613-108395945,6:108041409-108074741,AutosomalRecessive,NoEvidence,8/22/2016
OTOA,HGNC:16378,16:21675289-21772050,16:21663968-21760729,AutosomalRecessive,NoEvidence,8/22/2016
OTOF,HGNC:8515,2:26680071-26781624,2:26457203-26558756,AutosomalRecessive,,8/22/2016
OTOGL,HGNC:26901,12:80493317-80774660,12:80099537-80380880,AutosomalRecessive,NoEvidence,8/22/2016
OXCT1,HGNC:8527,5:41730167-41870527,5:41730065-41870425,AutosomalRecessive,,8/22/2016
P3H1,HGNC:19316,1:43212045-43232699,1:42746374-42767028,AutosomalRecessive,NoEvidence,3/12/2015
PAH,HGNC:8582,12:103230667-103352219,12:102836889-102958441,AutosomalRecessive,NoEvidence,8/28/2014
PARK7,HGNC:16369,1:8021771-8045565,1:7961711-7985505,AutosomalRecessive,NoEvidence,8/22/2016
PAX1,HGNC:8615,20:21686302-21699119,20:21705664-21718481,AutosomalRecessive,NoEvidence,8/22/2016
PC,HGNC:8636,11:66615891-66725854,11:66848420-66958383,AutosomalRecessive,,8/22/2016
PCARE,HGNC:34383,2:29284561-29297389,2:29061695-29074523,AutosomalRecessive,NoEvidence,9/25/2014
PCCA,HGNC:8653,13:100741347-101182689,13:100089093-100530435,AutosomalRecessive,NoEvidence,8/22/2016
PCDH15,HGNC:14674,10:55562531-57387702,10:53802771-55627942,AutosomalRecessive,NoEvidence,8/22/2016
PCYT1A,HGNC:8754,3:195961239-196014597,3:196234368-196287726,AutosomalRecessive,NoEvidence,8/22/2016
PDE6C,HGNC:8787,10:95372294-95425767,10:93612537-93666010,AutosomalRecessive,NoEvidence,8/22/2016
PDE6G,HGNC:8789,17:79617489-79630157,17:81650459-81663127,AutosomalRecessive,NoEvidence,5/29/2025
PDHX,HGNC:21350,11:34937677-35017675,11:34915920-34996128,AutosomalRecessive,,8/22/2016
PDP1,HGNC:9279,8:94929151-94938296,8:93916923-93926068,AutosomalRecessive,,8/22/2016
PDSS2,HGNC:23041,6:107473766-107780768,6:107152562-107459564,AutosomalRecessive,,8/22/2016
PDX1,HGNC:6107,13:28494137-28500450,13:27920000-27926313,AutosomalRecessive,NoEvidence,8/22/2016
PEPD,HGNC:8840,19:33877856-34012697,19:33386950-33521791,AutosomalRecessive,,8/22/2016
PEX1,HGNC:8850,7:92116339-92157834,7:92487025-92528520,AutosomalRecessive,,8/22/2016
PEX11B,HGNC:8853,1:145516372-145523732,1:145911348-145918717,AutosomalRecessive,NoEvidence,8/22/2016
PEX14,HGNC:8856,1:10535007-10690815,1:10474950-10630758,AutosomalRecessive,NoEvidence,8/22/2016
PEX16,HGNC:8857,11:45931214-45939428,11:45909663-45918822,AutosomalRecessive,NoEvidence,8/22/2016
PEX26,HGNC:22965,22:18560756-18588162,22:18077990-18105396,AutosomalRecessive,NoEvidence,8/22/2016
PEX3,HGNC:8858,6:143771942-143811753,6:143450805-143490616,AutosomalRecessive,NoEvidence,8/22/2016
PEX7,HGNC:8860,6:137143730-137235072,6:136822592-136913934,AutosomalRecessive,,8/22/2016
PGAP3,HGNC:23719,17:37827375-37844310,17:39671122-39688057,AutosomalRecessive,,8/22/2016
PGM1,HGNC:8905,1:64059082-64125916,1:63593411-63660245,AutosomalRecessive,,8/22/2016
PGM3,HGNC:8907,6:83860447-83903619,6:83148705-83193900,AutosomalRecessive,NoEvidence,8/22/2016
PHC1,HGNC:3182,12:9067105-9094063,12:8913843-8941467,AutosomalRecessive,NoEvidence,8/22/2016
PHKB,HGNC:8927,16:47495210-47735434,16:47461299-47701523,AutosomalRecessive,NoEvidence,8/22/2016
PHKG2,HGNC:8931,16:30759746-30772497,16:30748425-30761176,AutosomalRecessive,,8/22/2016
PHYH,HGNC:8940,10:13319799-13342064,10:13277799-13300064,AutosomalRecessive,,8/22/2016
PIGN,HGNC:8967,18:59708397-59854289,18:62017615-62187056,AutosomalRecessive,,8/22/2016
PIGO,HGNC:23215,9:35088685-35096588,9:35088688-35096591,AutosomalRecessive,NoEvidence,8/22/2016
PIGW,HGNC:23213,17:34890814-34895152,17:36534987-36539303,AutosomalRecessive,NoEvidence,8/22/2016
PINK1,HGNC:14581,1:20959951-20978004,1:20633458-20651511,AutosomalRecessive,,8/22/2016
PIP5K1C,HGNC:8996,19:3630181-3700466,19:3630183-3700468,AutosomalRecessive,,8/22/2016
PLA2G6,HGNC:9039,22:38507502-38577837,22:38111495-38181830,AutosomalRecessive,,8/22/2016
PLCB1,HGNC:15917,20:8112913-8865547,20:8132266-8884900,AutosomalRecessive,NoEvidence,8/22/2016
PLEKHG5,HGNC:29105,1:6526152-6580152,1:6467122-6520092,AutosomalRecessive,NoEvidence,8/22/2016
PLOD1,HGNC:9081,1:11994774-12035594,1:11934717-11975537,AutosomalRecessive,,8/22/2016
PLOD2,HGNC:9082,3:145787227-145878971,3:146069440-146161184,AutosomalRecessive,,8/22/2016
PLOD3,HGNC:9083,7:100849265-100860862,7:101205984-101217581,AutosomalRecessive,NoEvidence,8/22/2016
PMM2,HGNC:9115,16:8891696-8943182,16:8797839-8849325,AutosomalRecessive,NoEvidence,8/22/2016
PNP,HGNC:7892,14:20937565-20945248,14:20469406-20477089,AutosomalRecessive,NoEvidence,8/22/2016
POLH,HGNC:9181,6:43543922-43588260,6:43576185-43620523,AutosomalRecessive,NoEvidence,11/13/2024
POMP,HGNC:20330,13:29233267-29253096,13:28659130-28678959,AutosomalRecessive,NoEvidence,8/27/2015
POMT1,HGNC:9202,9:134378305-134399186,9:131502918-131523799,AutosomalRecessive,NoEvidence,7/25/2025
POMT2,HGNC:19743,14:77741299-77787226,14:77274956-77320883,AutosomalRecessive,,8/22/2016
POR,HGNC:9208,7:75544473-75616173,7:75915155-75986855,AutosomalRecessive,,8/22/2016
PPIB,HGNC:9255,15:64448016-64455221,15:64155817-64163022,AutosomalRecessive,NoEvidence,8/22/2016
PPIP5K1,HGNC:29023,15:43825660-43882451,15:43533475-43590253,AutosomalRecessive,NoEvidence,8/27/2012
PPT1,HGNC:9325,1:40537133-40562924,1:40071461-40097252,AutosomalRecessive,NoEvidence,8/22/2016
PRCD,HGNC:32528,17:74523668-74541458,17:76527586-76553580,AutosomalRecessive,NoEvidence,8/22/2016
PREPL,HGNC:30228,2:44544746-44589001,2:44317607-44361862,AutosomalRecessive,NoEvidence,3/21/2012
PRF1,HGNC:9360,10:72357104-72362497,10:70597348-70602741,AutosomalRecessive,,7/9/2025
PRG4,HGNC:9364,1:186265405-186283699,1:186296273-186314567,AutosomalRecessive,NoEvidence,8/22/2016
PRKN,HGNC:8607,6:161768449-163148798,6:161347417-162727766,AutosomalRecessive,NoEvidence,5/15/2018
PRODH,HGNC:9453,22:18900294-18924066,22:18912781-18936553,AutosomalRecessive,NoEvidence,11/8/2022
PROP1,HGNC:9455,5:177419236-177423243,5:177992235-177996242,AutosomalRecessive,NoEvidence,8/22/2016
PSAT1,HGNC:19129,9:80912041-80945009,9:78297125-78330093,AutosomalRecessive,,8/22/2016
PSPH,HGNC:9577,7:56078757-56119137,7:56011064-56051444,AutosomalRecessive,NoEvidence,8/22/2016
PTPRQ,HGNC:9679,12:80838015-81074052,12:80444235-80680273,AutosomalRecessive,,8/22/2016
PTS,HGNC:9689,11:112097151-112104696,11:112226428-112233973,AutosomalRecessive,NoEvidence,8/22/2016
PXDN,HGNC:14966,2:1635659-1748287,2:1631887-1744901,AutosomalRecessive,NoEvidence,8/22/2016
PYCR1,HGNC:9721,17:79890267-79895176,17:81932391-81937300,AutosomalRecessive,,8/22/2016
QDPR,HGNC:9752,4:17488018-17513713,4:17486395-17512090,AutosomalRecessive,,8/22/2016
RAB27A,HGNC:9766,15:55495164-55582011,15:55202966-55289813,AutosomalRecessive,,8/22/2016
RAB28,HGNC:9768,4:13369348-13485964,4:13367724-13484340,AutosomalRecessive,,8/22/2016
RAB3GAP1,HGNC:17063,2:135809862-135928280,2:135052292-135176396,AutosomalRecessive,,8/22/2016
RAB3GAP2,HGNC:17168,1:220321635-220445795,1:220148293-220272453,AutosomalRecessive,NoEvidence,8/22/2016
RAG1,HGNC:9831,11:36531903-36601312,11:36510353-36579762,AutosomalRecessive,,8/22/2016
RAG2,HGNC:9832,11:36613493-36619786,11:36590996-36598236,AutosomalRecessive,,8/22/2016
RARS2,HGNC:21406,6:88223656-88299705,6:87513938-87589987,AutosomalRecessive,NoEvidence,4/9/2015
RAX,HGNC:18662,18:56934270-56940686,18:59267038-59273454,AutosomalRecessive,,8/22/2016
RBBP8,HGNC:9891,18:20513291-20606449,18:22914139-23026486,AutosomalRecessive,,8/22/2016
RBP3,HGNC:9921,10:48381481-48390999,10:47348363-47357881,AutosomalRecessive,NoEvidence,8/22/2016
RDX,HGNC:9944,11:110045647-110167339,11:110174922-110296614,AutosomalRecessive,NoEvidence,8/22/2016
RECQL,HGNC:9948,12:21621844-21654569,12:21468910-21501635,AutosomalRecessive,,9/11/2024
REEP6,HGNC:30078,19:1491180-1497926,19:1491181-1497927,AutosomalRecessive,NoEvidence,8/4/2025
RETREG1,HGNC:25964,5:16473162-16617106,5:16473053-16616997,AutosomalRecessive,NoEvidence,8/22/2016
RFX6,HGNC:21478,6:117198405-117253324,6:116877242-116932161,AutosomalRecessive,NoEvidence,9/18/2015
RIN2,HGNC:18750,20:19738902-19983100,20:19757599-20002456,AutosomalRecessive,,8/22/2016
